Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Class
0.036,0.791448,0.103229,0.539613,0.316535,0.609805,0.233588,0.612778,0.046806,0.16546,0
0.375274,0.345017,0.572118,0.913661,0.414106,0.223829,0.788848,0.302845,0.734865,0.475976,0
0.161528,0.987823,0.656499,0.739773,0.592425,0.238318,0.586573,0.492446,0.241281,0.869214,0
0.667802,0.599789,0.786264,0.576893,0.245412,0.768337,0.086422,0.804403,0.362394,0.620645,1
0.486196,0.886137,0.543774,0.676806,0.965003,0.023849,0.314696,0.743172,0.816985,0.603107,0
0.87352,0.596879,0.849996,0.214019,0.512516,0.773937,0.59002,0.807252,0.013106,0.444726,1
0.309394,0.437493,0.374711,0.36535,0.320542,0.464871,0.542588,0.661782,0.609095,0.750543,0
0.409597,0.036434,0.132836,0.911303,0.746753,0.814696,0.542179,0.317644,0.108506,0.179341,0
0.239176,0.891086,0.508404,0.013879,0.854423,0.240536,0.026765,0.082987,0.877896,0.560876,0
0.64926,0.561606,0.496864,0.713065,0.145967,0.735725,0.214017,0.203173,0.229303,0.192232,1
0.249827,0.311132,0.900004,0.268904,0.25998,0.867413,0.38059,0.214671,0.532385,0.780004,0
0.295123,0.684314,0.490099,0.653121,0.273163,0.352023,0.668259,0.13909,0.2894,0.292546,0
0.967455,0.230203,0.68337,0.93755,0.487439,0.1501,0.241704,0.120412,0.986611,0.958866,1
0.306143,0.851991,0.713559,0.844429,0.876969,0.54541,0.891866,0.753593,0.939169,0.821014,1
0.051731,0.509143,0.016104,0.44116,0.938647,0.969245,0.306109,0.290956,0.248042,0.120467,0
0.356323,0.841527,0.148266,0.566751,0.875589,0.253138,0.213373,0.264035,0.759993,0.664125,0
0.620386,0.622326,0.675424,0.211076,0.243527,0.848659,0.889215,0.542277,0.120127,0.19596,0
0.831317,0.377811,0.497074,0.041185,0.825507,0.032058,0.059373,0.133997,0.987759,0.676116,1
0.878224,0.9284,0.694206,0.614541,0.06981,0.144813,0.856521,0.471587,0.535505,0.621568,1
0.811615,0.200605,0.301671,0.803081,0.544609,0.388877,0.303857,0.412567,0.839362,0.292782,0
0.578434,0.517932,0.65862,0.994168,0.26898,0.760252,0.993839,0.250435,0.948929,0.530401,0
0.860685,0.078009,0.20346,0.692193,0.645557,0.629278,0.845492,0.759578,0.838308,0.52189,1
0.884632,0.931965,0.703809,0.45297,0.188578,0.135056,0.117044,0.726804,0.445929,0.370404,1
0.48044,0.429876,0.678233,0.24149,0.962409,0.445146,0.217808,0.890458,0.903038,0.751114,1
0.200159,0.13524,0.403157,0.037695,0.173091,0.289573,0.021682,0.721056,0.160137,0.560058,0
0.046019,0.081933,0.57338,0.043706,0.60945,0.037877,0.336481,0.578121,0.918267,0.540239,0
0.779329,0.304906,0.67041,0.619325,0.231398,0.733574,0.170123,0.343202,0.743831,0.969841,1
0.853113,0.132233,0.981655,0.7467,0.31792,0.084106,0.241613,0.072336,0.334034,0.483487,1
0.485042,0.194559,0.112039,0.678872,0.026126,0.712647,0.344436,0.925298,0.866998,0.836787,1
0.553915,0.246395,0.300589,0.023736,0.860383,0.964901,0.46079,0.094154,0.29183,0.423249,0
0.06986,0.473273,0.469187,0.251035,0.806602,0.107211,0.2523,0.281066,0.003539,0.913295,0
0.907003,0.786759,0.639228,0.890726,0.63456,0.186744,0.444563,0.548595,0.359181,0.460619,1
0.353572,0.673341,0.472723,0.814405,0.589207,0.142573,0.765966,0.98785,0.43234,0.685414,0
0.09086,0.762356,0.166032,0.416891,0.663835,0.967879,0.188238,0.9964,0.145002,0.892683,0
0.779456,0.346319,0.559618,0.035428,0.822965,0.20389,0.464714,0.980727,0.378025,0.820376,0
0.233721,0.510099,0.149904,0.374779,0.439892,0.301815,0.415206,0.318348,0.583494,0.072653,0
0.043117,0.096831,0.031173,0.049543,0.359591,0.506107,0.913181,0.186578,0.343164,0.302735,0
0.681661,0.490884,0.671354,0.986329,0.727939,0.055086,0.554445,0.085783,0.214772,0.257159,1
0.900537,0.193806,0.800561,0.706353,0.780919,0.15858,0.474225,0.172862,0.851591,0.162004,1
0.484355,0.424631,0.597783,0.289256,0.955144,0.53256,0.67987,0.970289,0.290157,0.405232,1
0.333878,0.040282,0.414632,0.710274,0.886872,0.534207,0.868133,0.792032,0.301868,0.185592,0
0.730273,0.872585,0.985522,0.027174,0.370847,0.533509,0.80761,0.245143,0.408206,0.11488,1
0.05194,0.490718,0.43863,0.382186,0.387534,0.534994,0.451715,0.752509,0.300605,0.436655,0
0.550939,0.089493,0.635433,0.472048,0.299927,0.917814,0.669296,0.571634,0.797363,0.024525,1
0.753854,0.648623,0.067163,0.363899,0.906465,0.805841,0.712187,0.609811,0.446677,0.879441,1
0.662543,0.658036,0.866873,0.442183,0.489904,0.655761,0.729601,0.95456,0.440296,0.025629,1
0.725613,0.650999,0.334781,0.732761,0.23157,0.636145,0.522426,0.250214,0.917921,0.561129,1
0.282229,0.838163,0.449464,0.566208,0.493608,0.908061,0.713573,0.98242,0.355612,0.097336,0
0.564997,0.0781,0.018422,0.919966,0.146292,0.889193,0.66585,0.921806,0.579653,0.949963,1
0.689667,0.328822,0.040299,0.755656,0.932925,0.89548,0.906958,0.337588,0.37114,0.910288,1
0.146153,0.029926,0.084845,0.498865,0.048823,0.981146,0.250289,0.876115,0.50681,0.509738,0
0.880459,0.972763,0.897521,0.937601,0.289688,0.799681,0.628578,0.528206,0.230222,0.091391,1
0.204879,0.831761,0.781348,0.279068,0.190931,0.598078,0.239245,0.824096,0.465259,0.960176,0
0.939145,0.919599,0.295412,0.525506,0.986156,0.177869,0.41981,0.92393,0.443548,0.089478,1
0.123072,0.501465,0.49929,0.392831,0.620726,0.378646,0.143998,0.523892,0.819181,0.975085,0
0.443194,0.590451,0.151407,0.391448,0.103171,0.972094,0.00888,0.398853,0.743678,0.438575,1
0.94895,0.996836,0.768379,0.861266,0.534528,0.323728,0.258453,0.72977,0.665744,0.084101,1
0.376809,0.011158,0.326398,0.376127,0.276496,0.10781,0.077808,0.233009,0.611433,0.244981,0
0.350805,0.312501,0.935865,0.882399,0.580574,0.82903,0.857168,0.501396,0.500545,0.031603,1
0.400459,0.361201,0.795252,0.623803,0.483271,0.472678,0.36257,0.794319,0.151066,0.400364,0
0.628506,0.178896,0.919622,0.313265,0.801854,0.044216,0.001697,0.805455,0.261793,0.588955,1
0.057927,0.356124,0.437309,0.172572,0.962089,0.920595,0.607329,0.178417,0.281285,0.405481,0
0.225783,0.802403,0.351952,0.758072,0.658223,0.103414,0.310664,0.459779,0.43488,0.852266,0
0.410708,0.559752,0.744961,0.913321,0.712757,0.710534,0.289262,0.949851,0.899738,0.684354,1
0.638938,0.920276,0.243585,0.646039,0.968332,0.728426,0.566952,0.935941,0.134738,0.607922,1
0.893849,0.525175,0.40767,0.049471,0.630907,0.587081,0.324165,0.051241,0.894554,0.200131,1
0.399987,0.149941,0.112903,0.823914,0.867752,0.459388,0.113973,0.534505,0.309616,0.035252,0
0.232855,0.164757,0.502746,0.78011,0.248444,0.349184,0.976628,0.778754,0.118341,0.875262,1
0.735313,0.781359,0.717708,0.507676,0.005612,0.642613,0.286562,0.942632,0.719088,0.547437,1
0.986545,0.593237,0.224151,0.520864,0.913937,0.421221,0.681917,0.818421,0.72442,0.891464,1
0.106557,0.798624,0.06704,0.747329,0.301851,0.37506,0.677834,0.695244,0.847139,0.339547,0
0.481048,0.968843,0.948664,0.114157,0.034294,0.444848,0.144882,0.55046,0.384951,0.342047,0
0.933362,0.521611,0.586028,0.179011,0.652233,0.20796,0.284921,0.297523,0.501162,0.865807,1
0.254694,0.072998,0.622246,0.08974,0.756415,0.647066,0.014013,0.815239,0.264802,0.181555,0
0.51368,0.216079,0.409273,0.291918,0.319598,0.14189,0.579384,0.598715,0.844979,0.45812,1
0.458182,0.415425,0.783904,0.096728,0.684268,0.33123,0.658439,0.251615,0.348994,0.142792,0
0.782632,0.4284,0.551819,0.943276,0.590575,0.038561,0.82815,0.254767,0.408476,0.59556,1
0.47583,0.762932,0.691308,0.198683,0.079148,0.254522,0.341387,0.922494,0.686744,0.626701,0
0.61464,0.5863,0.199015,0.666443,0.85106,0.511722,0.503161,0.606564,0.37669,0.380721,1
0.469855,0.237375,0.749578,0.365784,0.268405,0.315305,0.718893,0.944959,0.753664,0.193953,1
0.099281,0.55097,0.11923,0.869742,0.671069,0.778642,0.320709,0.12219,0.223323,0.86737,0
0.347467,0.453505,0.22237,0.983345,0.094054,0.725445,0.703828,0.419908,0.505025,0.953426,0
0.19214,0.024555,0.897669,0.235734,0.779369,0.226561,0.911904,0.780971,0.913172,0.043189,0
0.041663,0.372506,0.707051,0.903763,0.554997,0.894008,0.663444,0.395071,0.341132,0.466206,0
0.550211,0.710545,0.335886,0.155681,0.049167,0.431884,0.770738,0.723607,0.459813,0.514143,1
0.946683,0.54302,0.25248,0.738618,0.957279,0.417318,0.988772,0.540925,0.409154,0.488047,1
0.258798,0.827442,0.589891,0.509628,0.26617,0.654457,0.491862,0.950438,0.453207,0.510264,0
0.808391,0.458972,0.191868,0.067849,0.992192,0.532684,0.845965,0.926346,0.686784,0.041275,1
0.704697,0.407389,0.919328,0.400878,0.576828,0.9902,0.291986,0.347063,0.240445,0.467866,1
0.522966,0.762298,0.642192,0.741508,0.053091,0.935561,0.436965,0.864096,0.629104,0.631412,1
0.569022,0.924335,0.889587,0.931137,0.044347,0.212376,0.911651,0.365981,0.084551,0.60618,1
0.813091,0.698153,0.307704,0.784186,0.603546,0.127825,0.138035,0.47901,0.792291,0.455991,1
0.932393,0.328646,0.465995,0.850066,0.709241,0.158563,0.582234,0.041522,0.783537,0.057347,1
0.032709,0.438812,0.324604,0.759308,0.581595,0.213173,0.212402,0.017112,0.492222,0.85436,0
0.794507,0.888817,0.231779,0.005577,0.355233,0.355566,0.290124,0.894718,0.706521,0.912201,1
0.78707,0.838402,0.737901,0.09644,0.211318,0.898688,0.404631,0.154157,0.912824,0.038111,1
0.008047,0.212549,0.376007,0.268545,0.825185,0.430493,0.908928,0.660651,0.906735,0.17923,0
0.266184,0.681132,0.13486,0.474964,0.471974,0.122887,0.100727,0.729094,0.082686,0.952162,0
0.171429,0.029861,0.670418,0.801627,0.079607,0.980302,0.343936,0.593347,0.173312,0.023886,0
0.283566,0.217631,0.532019,0.146793,0.109303,0.293214,0.095336,0.58273,0.207979,0.435572,0
0.483423,0.345084,0.28036,0.714848,0.215882,0.69557,0.942348,0.557243,0.464552,0.647669,1
0.828905,0.533415,0.868267,0.183612,0.960354,0.272189,0.545781,0.045066,0.138473,0.277635,1
0.861992,0.212371,0.439948,0.813301,0.70256,0.123061,0.479422,0.868284,0.86437,0.903261,1
0.308372,0.205988,0.173488,0.273924,0.483745,0.553242,0.846766,0.216078,0.38899,0.256583,0
0.805908,0.954464,0.129175,0.041753,0.072394,0.955843,0.804914,0.30543,0.869311,0.829815,0
0.619212,0.537449,0.423201,0.45507,0.45747,0.175504,0.848247,0.513635,0.513201,0.372814,1
0.926272,0.155353,0.394823,0.598568,0.061934,0.844008,0.106093,0.262212,0.653949,0.07221,1
0.329967,0.012004,0.251807,0.237697,0.526419,0.86232,0.715587,0.117156,0.586567,0.67261,0
0.800954,0.226778,0.690492,0.49301,0.595545,0.592278,0.952336,0.270249,0.795084,0.944768,1
0.792507,0.246142,0.561736,0.016667,0.586269,0.260563,0.433327,0.37468,0.691355,0.838037,1
0.672422,0.023361,0.01642,0.505884,0.358304,0.156351,0.180517,0.208573,0.436575,0.273265,0
0.25969,0.656348,0.848882,0.624247,0.298162,0.4965,0.35384,0.031645,0.184208,0.989579,0
0.491953,0.592906,0.018653,0.268095,0.865073,0.955364,0.968111,0.255241,0.833139,0.142901,1
0.519989,0.057571,0.966425,0.889075,0.493153,0.14738,0.646179,0.208458,0.975245,0.414949,1
0.244072,0.16298,0.970701,0.164131,0.651593,0.805488,0.439537,0.866019,0.768429,0.072625,1
0.169261,0.976952,0.503975,0.247835,0.98422,0.114307,0.099467,0.437188,0.351063,0.564707,0
0.306348,0.33236,0.479664,0.400889,0.336127,0.855795,0.03745,0.838638,0.255116,0.690488,0
0.135841,0.282647,0.885932,0.804909,0.728985,0.338494,0.554328,0.160853,0.060744,0.116428,0
0.613356,0.841031,0.212699,0.244474,0.035187,0.612994,0.95072,0.384132,0.806755,0.697607,1
0.158458,0.807556,0.345368,0.847294,0.234463,0.256667,0.584773,0.906658,0.466486,0.0372,0
0.510731,0.4039,0.167948,0.74059,0.781458,0.801625,0.770048,0.357351,0.146604,0.261304,1
0.52172,0.622155,0.745209,0.155666,0.157093,0.878055,0.725512,0.73152,0.786166,0.811586,1
0.676321,0.814757,0.365327,0.304425,0.86303,0.980407,0.495641,0.659687,0.570212,0.186873,1
0.900027,0.9688,0.66923,0.575078,0.802082,0.280869,0.06421,0.47781,0.555122,0.650612,1
0.230346,0.745832,0.014779,0.234287,0.166557,0.567551,0.163156,0.815331,0.998975,0.482393,0
0.801026,0.210346,0.647697,0.147153,0.475421,0.675038,0.907467,0.202575,0.87483,0.967975,0
0.894528,0.506692,0.550225,0.294871,0.808454,0.99636,0.908032,0.819522,0.60266,0.686647,1
0.971895,0.426821,0.907303,0.69589,0.683608,0.324731,0.230266,0.796866,0.246908,0.472997,1
0.639895,0.090637,0.573218,0.090517,0.332731,0.890007,0.837262,0.279012,0.391278,0.495439,1
0.607818,0.082498,0.717487,0.496863,0.038562,0.042313,0.962874,0.094968,0.496712,0.265809,1
0.892476,0.468008,0.017276,0.550126,0.15561,0.408042,0.814034,0.311578,0.401182,0.449778,1
0.138518,0.908867,0.554911,0.549526,0.421115,0.487951,0.822341,0.597519,0.640626,0.568026,0
0.86273,0.60907,0.367705,0.751741,0.46951,0.758494,0.236236,0.577453,0.656692,0.378192,1
0.356364,0.342754,0.718703,0.878839,0.732826,0.578497,0.308234,0.568057,0.448226,0.530448,0
0.605078,0.69403,0.807157,0.789042,0.565161,0.504052,0.265742,0.599921,0.466232,0.786891,1
0.263719,0.418776,0.229436,0.189054,0.154219,0.227191,0.838413,0.58955,0.782635,0.636109,0
0.784436,0.438157,0.818524,0.921083,0.183016,0.919077,0.262124,0.348374,0.4095,0.822173,1
0.067207,0.446293,0.347306,0.412381,0.693636,0.813443,0.469656,0.424952,0.691562,0.879625,0
0.972689,0.204245,0.287702,0.831972,0.615475,0.710639,0.521898,0.042577,0.5476,0.879989,1
0.526604,0.467221,0.596764,0.18061,0.405004,0.989765,0.632891,0.062694,0.27419,0.329084,0
0.374547,0.355512,0.092205,0.174792,0.51083,0.820244,0.811855,0.663738,0.5087,0.483358,0
0.404264,0.866301,0.017338,0.800523,0.659376,0.05095,0.201598,0.351996,0.906138,0.150781,0
0.803311,0.116508,0.730059,0.383924,0.698883,0.426917,0.711079,0.582771,0.594472,0.998767,0
0.070168,0.422467,0.439364,0.845078,0.443247,0.357882,0.626473,0.461574,0.791247,0.34538,0
0.216545,0.539129,0.788448,0.946763,0.496627,0.314342,0.898923,0.629588,0.453359,0.91182,0
0.644833,0.991414,0.859082,0.252527,0.729515,0.573681,0.916308,0.205372,0.584602,0.561636,1
0.262369,0.231292,0.134589,0.348447,0.349625,0.317049,0.312874,0.404642,0.071167,0.258513,0
0.138959,0.196927,0.644528,0.73456,0.412343,0.441193,0.764928,0.856489,0.03992,0.534634,0
0.771502,0.497374,0.152531,0.895113,0.919255,0.979527,0.477695,0.484791,0.342489,0.924326,0
0.340556,0.393249,0.010914,0.071711,0.237171,0.825506,0.942263,0.561082,0.054459,0.163508,1
0.510076,0.896686,0.279105,0.71984,0.795939,0.938514,0.311519,0.693815,0.67222,0.625873,1
0.157674,0.513144,0.364948,0.368047,0.198062,0.939987,0.243624,0.622513,0.878762,0.581553,0
0.444685,0.868082,0.499187,0.853162,0.47117,0.947716,0.741317,0.821941,0.388659,0.710609,1
0.43223,0.616346,0.1196,0.755746,0.357406,0.355421,0.369142,0.366667,0.623784,0.972132,0
0.284663,0.648517,0.443553,0.15302,0.463312,0.215472,0.51416,0.101158,0.061287,0.414879,0
0.066812,0.239899,0.046161,0.200859,0.29281,0.204681,0.363249,0.745836,0.015787,0.398376,0
0.787105,0.868737,0.749784,0.728318,0.100044,0.613256,0.53624,0.62106,0.549792,0.859582,1
0.555016,0.374272,0.265554,0.641136,0.952475,0.194874,0.94486,0.373832,0.835602,0.704658,1
0.726879,0.812314,0.465377,0.830882,0.30923,0.864846,0.882323,0.434861,0.067927,0.020519,1
0.564534,0.75494,0.426564,0.471374,0.647297,0.739332,0.699551,0.001438,0.833691,0.13364,1
0.145468,0.731435,0.419205,0.842245,0.365095,0.555042,0.627235,0.822881,0.13748,0.855986,0
0.212973,0.485836,0.300112,0.526898,0.003819,0.946802,0.666998,0.090714,0.570409,0.814189,0
0.456954,0.914997,0.698791,0.238262,0.241842,0.450158,0.800405,0.501451,0.804628,0.110773,0
0.705619,0.975435,0.995555,0.956271,0.709527,0.93771,0.056072,0.790168,0.510942,0.70198,1
0.774172,0.476847,0.042135,0.304316,0.5161,0.431587,0.856317,0.173364,0.272914,0.431001,1
0.412964,0.054327,0.821077,0.33456,0.798032,0.189856,0.356413,0.270847,0.459941,0.994706,0
0.849789,0.384038,0.088865,0.909606,0.465771,0.274244,0.998925,0.880625,0.413529,0.940413,1
0.578922,0.600535,0.743997,0.771957,0.527807,0.400054,0.923708,0.685968,0.689459,0.95556,1
0.841925,0.87066,0.90055,0.077765,0.578283,0.504022,0.767324,0.04475,0.792914,0.452077,1
0.227882,0.280362,0.72086,0.702365,0.820122,0.845247,0.615105,0.452963,0.767677,0.529369,0
0.607471,0.610477,0.927775,0.144203,0.407868,0.826916,0.362974,0.751794,0.61808,0.860991,1
0.524001,0.232533,0.358588,0.185023,0.939943,0.956935,0.394585,0.725443,0.49133,0.052266,1
0.903277,0.363978,0.005005,0.434034,0.020173,0.806306,0.014976,0.880807,0.658775,0.807778,1
0.607772,0.90538,0.418249,0.471208,0.062309,0.916341,0.153432,0.781579,0.552691,0.774172,1
0.100269,0.019567,0.935757,0.078377,0.904033,0.977205,0.08774,0.691984,0.939506,0.481343,0
0.555581,0.383902,0.297854,0.938549,0.485075,0.523741,0.670108,0.172167,0.707542,0.229131,1
0.261782,0.245925,0.591911,0.495753,0.594267,0.814892,0.84304,0.825098,0.089576,0.982668,0
0.574794,0.608026,0.530383,0.298079,0.180187,0.492565,0.523484,0.272873,0.563363,0.706614,0
0.5381,0.328949,0.103281,0.36825,0.575294,0.542259,0.593203,0.63525,0.341189,0.281549,1
0.341283,0.937087,0.44235,0.863753,0.7576,0.125098,0.464178,0.907066,0.470941,0.061534,0
0.226732,0.132196,0.927281,0.542373,0.671744,0.77188,0.100816,0.97094,0.529287,0.72529,1
0.724126,0.719599,0.855735,0.129919,0.620515,0.109407,0.815972,0.843718,0.906076,0.825462,1
0.843999,0.679135,0.243604,0.069715,0.787165,0.276062,0.279001,0.923006,0.186225,0.800682,1
0.223552,0.402222,0.235315,0.527928,0.474405,0.863134,0.732463,0.733894,0.683667,0.379518,0
0.559306,0.277566,0.954527,0.694894,0.842681,0.586187,0.670474,0.520398,0.163485,0.389038,1
0.707773,0.387443,0.121945,0.98657,0.505982,0.475199,0.867242,0.793758,0.101432,0.762939,1
0.129492,0.794717,0.436355,0.10404,0.270851,0.701046,0.588216,0.58271,0.734176,0.804806,0
0.390986,0.315044,0.42238,0.369812,0.547102,0.256791,0.257215,0.745307,0.896039,0.322158,0
0.416714,0.03337,0.289685,0.507227,0.722188,0.476519,0.799832,0.956998,0.026636,0.171237,1
0.101886,0.796601,0.004082,0.436106,0.692224,0.213114,0.980993,0.021274,0.676618,0.764547,0
0.918788,0.777112,0.492974,0.967972,0.388212,0.554302,0.955213,0.649068,0.96265,0.096578,1
0.38726,0.333062,0.660079,0.192473,0.940266,0.251483,0.684548,0.470181,0.229409,0.539232,0
0.834344,0.072722,0.252031,0.871649,0.79053,0.22794,0.676004,0.123019,0.784902,0.589993,1
0.750584,0.260245,0.439423,0.299119,0.010948,0.623212,0.096098,0.063137,0.947473,0.704493,1
0.734566,0.540762,0.243787,0.086542,0.144464,0.937449,0.037915,0.487446,0.277625,0.851424,1
0.69761,0.022636,0.392786,0.021502,0.054648,0.289185,0.647185,0.816804,0.299717,0.296505,1
0.236106,0.776769,0.021369,0.49441,0.701802,0.110597,0.634897,0.847068,0.042077,0.121404,0
0.340388,0.90835,0.254106,0.490631,0.280466,0.544589,0.727379,0.077462,0.117412,0.536073,0
0.342688,0.284606,0.834167,0.414705,0.393397,0.5454,0.178814,0.69344,0.673536,0.557657,1
0.173334,0.982925,0.496349,0.192724,0.801099,0.13866,0.610599,0.839258,0.931539,0.206764,0
0.632131,0.414487,0.635326,0.014953,0.820873,0.154657,0.679873,0.4913,0.49773,0.971444,1
0.589284,0.341768,0.575012,0.499116,0.201005,0.19162,0.870478,0.134674,0.262767,0.026614,0
0.856491,0.739285,0.323721,0.570773,0.23949,0.604102,0.301714,0.225546,0.119941,0.799028,1
0.544057,0.824755,0.254054,0.108866,0.426469,0.713791,0.054074,0.085743,0.754122,0.493313,0
0.050669,0.456604,0.380843,0.62834,0.792291,0.589774,0.479956,0.480026,0.486831,0.47739,0
0.033033,0.975295,0.426995,0.811671,0.75711,0.350993,0.394957,0.648474,0.185209,0.295491,0
0.023377,0.247891,0.707598,0.930065,0.419592,0.370992,0.432652,0.979651,0.386169,0.248094,0
0.225468,0.613237,0.266693,0.398538,0.516966,0.855108,0.540622,0.737797,0.541462,0.095959,0
0.357466,0.540916,0.193583,0.825345,0.707517,0.840419,0.733778,0.532561,0.349053,0.62287,0
0.958766,0.868542,0.311077,0.62272,0.22303,0.557646,0.251533,0.462808,0.491847,0.061436,1
0.357253,0.024241,0.022967,0.72146,0.443932,0.244269,0.733646,0.034554,0.16866,0.337401,0
0.057035,0.69259,0.903417,0.223599,0.437513,0.015378,0.14081,0.918318,0.397691,0.551583,0
0.941122,0.251836,0.957325,0.588326,0.918315,0.520155,0.72004,0.953087,0.713676,0.608647,1
0.571999,0.637343,0.423497,0.410686,0.3094,0.817966,0.089845,0.014235,0.612161,0.611809,0
0.339923,0.187516,0.466441,0.252571,0.492039,0.688244,0.356847,0.286997,0.25778,0.142893,0
0.499696,0.339895,0.873626,0.212414,0.767355,0.974736,0.555432,0.433975,0.597086,0.422216,1
0.786845,0.991228,0.092469,0.073364,0.74431,0.388444,0.008577,0.928899,0.142428,0.348016,1
0.988109,0.551149,0.508503,0.4329,0.400655,0.117499,0.622418,0.111163,0.778391,0.331681,1
0.692887,0.395732,0.429615,0.940993,0.493702,0.311874,0.564391,0.152683,0.571727,0.050053,1
0.187779,0.441604,0.442619,0.946696,0.062713,0.114114,0.13061,0.824053,0.064742,0.103109,0
0.223735,0.800611,0.538608,0.470283,0.241679,0.222845,0.678182,0.355812,0.647827,0.151166,0
0.112939,0.153269,0.139523,0.87357,0.212474,0.338146,0.278497,0.212249,0.282069,0.174553,0
0.718018,0.092934,0.060123,0.849585,0.478446,0.536258,0.415656,0.436533,0.194694,0.778209,1
0.562412,0.352449,0.724765,0.098605,0.516505,0.397838,0.776271,0.91296,0.129473,0.12161,1
0.112163,0.04656,0.170676,0.36206,0.837631,0.017459,0.978188,0.245622,0.398505,0.727161,0
0.919574,0.691073,0.493888,0.282973,0.547224,0.316276,0.368176,0.645836,0.574293,0.719191,1
0.921484,0.546077,0.374556,0.913025,0.14906,0.354236,0.898869,0.370917,0.0848,0.312019,1
0.615455,0.280945,0.367919,0.202416,0.793197,0.057041,0.585088,0.107589,0.294765,0.534718,0
0.43802,0.401661,0.841531,0.503751,0.991773,0.845227,0.180332,0.275417,0.435704,0.965163,1
0.039482,0.31214,0.425507,0.068088,0.142717,0.598342,0.122765,0.990597,0.000988,0.438536,1
0.569771,0.977493,0.087259,0.000857,0.725525,0.721352,0.677919,0.184881,0.864334,0.23158,0
0.543476,0.949022,0.791389,0.651586,0.49358,0.025147,0.703864,0.443396,0.356605,0.749031,0
0.199544,0.542599,0.615861,0.508465,0.120671,0.117227,0.395799,0.512144,0.456584,0.758306,0
0.966078,0.37011,0.847916,0.135713,0.895753,0.994571,0.591576,0.834652,0.156747,0.506825,1
0.480051,0.19744,0.175493,0.389038,0.415285,0.122364,0.637943,0.400366,0.07072,0.843719,0
0.350561,0.895393,0.957167,0.837161,0.349774,0.454973,0.732958,0.864526,0.248761,0.021331,1
0.110122,0.445012,0.351163,0.464027,0.815838,0.83632,0.379372,0.78823,0.670168,0.404112,0
0.517404,0.290368,0.116885,0.348684,0.996792,0.293978,0.458343,0.346224,0.002011,0.890018,0
0.219163,0.208637,0.776636,0.107465,0.394084,0.83107,0.14469,0.353214,0.431156,0.396883,0
0.146757,0.633056,0.440256,0.387491,0.365052,0.144094,0.621735,0.423497,0.516627,0.051434,0
0.996936,0.081452,0.591088,0.008862,0.898095,0.77557,0.808457,0.615207,0.400692,0.854628,1
0.522018,0.27095,0.247261,0.23413,0.735738,0.48539,0.392235,0.523486,0.018204,0.602294,0
0.976326,0.290811,0.307034,0.995251,0.928706,0.32364,0.38287,0.207213,0.127193,0.510735,1
0.065694,0.930937,0.318822,0.231861,0.696036,0.410904,0.689179,0.00491,0.309959,0.450925,0
0.850492,0.724347,0.764775,0.86928,0.082677,0.313552,0.209314,0.902131,0.50084,0.297447,1
0.978297,0.637962,0.413005,0.379761,0.93119,0.529384,0.568915,0.644565,0.774098,0.86787,0
0.684248,0.078151,0.704822,0.128511,0.238753,0.216753,0.307637,0.968751,0.637622,0.76888,1
0.370456,0.767982,0.12852,0.692102,0.126618,0.8984,0.028641,0.815333,0.242884,0.462292,0
0.274023,0.920086,0.932866,0.302697,0.979684,0.92923,0.606147,0.09426,0.743776,0.225534,0
0.192254,0.937511,0.262358,0.170025,0.09666,0.144965,0.48639,0.310732,0.344032,0.50254,0
0.491642,0.116233,0.430469,0.58718,0.879155,0.981738,0.631053,0.717591,0.588817,0.209336,1
0.431013,0.00506,0.81773,0.00647,0.503434,0.936036,0.15439,0.23797,0.396272,0.112496,0
0.594455,0.533363,0.786713,0.30248,0.823373,0.098299,0.090781,0.664826,0.188074,0.299309,0
0.622594,0.827599,0.131854,0.948524,0.587142,0.212527,0.15837,0.566641,0.054782,0.123318,0
0.4372,0.327315,0.309006,0.297895,0.828456,0.534525,0.871811,0.446104,0.101294,0.202194,0
0.839547,0.535906,0.301584,0.608984,0.492008,0.462051,0.314961,0.725907,0.133124,0.013345,1
0.128081,0.06269,0.291867,0.799987,0.711541,0.540919,0.851455,0.178838,0.053615,0.918669,0
0.354126,0.533627,0.263399,0.346397,0.06802,0.251061,0.194638,0.891037,0.042724,0.807246,1
0.14093,0.724084,0.466824,0.929222,0.089967,0.618636,0.821724,0.54474,0.399523,0.927604,0
0.981747,0.612844,0.842517,0.125145,0.470655,0.099501,0.434466,0.201682,0.261827,0.268123,1
0.044246,0.698469,0.270243,0.447987,0.242637,0.447525,0.758867,0.402803,0.909193,0.505652,0
0.281775,0.050079,0.617895,0.388478,0.715741,0.002793,0.173419,0.379692,0.076593,0.551866,0
0.513298,0.59178,0.503659,0.523535,0.453703,0.684531,0.82638,0.085831,0.949147,0.359543,1
0.902683,0.196406,0.083747,0.401373,0.306027,0.788798,0.147891,0.943613,0.415191,0.409737,1
0.939351,0.334297,0.337436,0.887056,0.263475,0.454888,0.38589,0.157798,0.954027,0.050213,1
0.217322,0.408686,0.836875,0.079803,0.595752,0.452369,0.075014,0.189366,0.043507,0.340075,0
0.885962,0.20727,0.646776,0.72659,0.126598,0.723545,0.040125,0.640787,0.101534,0.322004,1
0.295087,0.549986,0.129441,0.960726,0.14966,0.407885,0.870055,0.170771,0.314905,0.980206,0
